grad_str,grad_duration,delta,b,avg,duration,v1,v2,v3,v4,v5
0.1, 100, 100, 1195.33, 0.001178, 2654.232438325882, 0.001212, 0.001247, 0.001174, 0.000989, 0.001266
0.1, 200, 100, 6699.57, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 400, 100, 42144.3, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 10, 100, 30.55, 0.001241, 1153.2118227481842, 0.001116, 0.001609, 0.001059, 0.001184, 0.001235
0.2, 20, 100, 129.87, 0.001201, 1302.5052416324615, 0.001152, 0.001167, 0.001252, 0.001344, 0.001089
0.2, 50, 100, 955.55, 0.001156, 1718.5284543037415, 0.00121, 0.001295, 0.001069, 0.001104, 0.001102
0.2, 100, 100, 4781.32, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 200, 100, 26798.28, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 400, 100, 168577.2, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 10, 200, 0.15, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 20, 200, 0.61, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 50, 200, 4.18, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 100, 800, 760.2, 0.001199, 7998.067145109177, 0.001431, 0.001047, 0.001266, 0.001062, 0.001187
0.01, 100, 200, 19.11, 0.001148, 3389.2162098884583, 0.002064, 0.001951, -0.000392, 0.000366, 0.001752
0.01, 200, 200, 95.63, 0.001098, 5194.389281988144, 0.001021, 0.000736, 0.001246, 0.001066, 0.00142
0.035, 200, 800, 3275.77, -0.000389, 9583.477602005005, -0.000378, -5.5e-05, -0.000512, -0.000272, -0.000728
0.035, 400, 800, 14982.99, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 400, 200, 535.97, 0.001177, 8826.143432855606, 0.001045, 0.001063, 0.001273, 0.001207, 0.001296
0.02, 10, 200, 0.59, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 200, 2.44, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 800, 14.44, 0.002081, 6367.68079662323, -0.00106, 0.000346, -6.3e-05, 0.007629, 0.003553
0.02, 50, 200, 16.71, 0.001076, 2701.764654636383, 0.00124, 0.000968, 0.000248, 0.000566, 0.002357
0.02, 100, 200, 76.44, 0.001248, 3698.0682957172394, 0.001153, 0.001007, 0.001613, 0.001006, 0.00146
0.05, 20, 800, 58.22, 0.00103, 6513.782411813736, 0.00094, 0.000918, 0.001309, 0.00075, 0.001233
0.02, 200, 200, 382.51, 0.001158, 4452.381167888641, 0.001168, 0.001281, 0.001071, 0.001024, 0.001246
0.05, 50, 800, 372.87, 0.001323, 9169.82176399231, 0.001128, 0.001189, 0.001114, 0.001247, 0.001235
0.02, 400, 200, 2143.86, 0.000251, 7623.317539215088, -5e-06, 0.000567, 3.6e-05, 0.000676, -1.8e-05
0.035, 10, 200, 1.81, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 20, 200, 7.48, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 50, 200, 51.18, 0.001281, 2429.4733238220215, 0.001433, 0.001139, 0.001239, 0.001132, 0.001461
0.035, 100, 200, 234.11, 0.001221, 3110.1969497203827, 0.001077, 0.001258, 0.001175, 0.001355, 0.00124
0.05, 100, 800, 1551.42, 0.000661, 8619.30237030983, 0.000742, 0.000718, 0.000674, 0.000692, 0.000479
0.05, 200, 800, 6685.25, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 400, 800, 30577.52, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 200, 200, 1171.42, 0.001397, 4605.089254140854, 0.001428, 0.001559, 0.001358, 0.001056, 0.001585
0.035, 400, 200, 6565.58, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 200, 3.7, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 20, 200, 15.27, 0.00128, 1883.528995513916, 0.001137, 0.001282, 0.002175, 0.000414, 0.001395
0.1, 10, 800, 57.74, 0.001329, 7120.142644882202, 9.2e-05, 0.001764, 0.001504, 0.001265, 0.00202
0.1, 20, 800, 232.88, 0.001188, 6305.628755092621, 0.001182, 0.001311, 0.001029, 0.001176, 0.001244
0.1, 50, 800, 1491.48, 0.001068, 7274.375937461853, 0.000496, 0.000936, 0.000501, 0.002391, 0.001017
0.1, 100, 800, 6205.69, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 200, 800, 26741.02, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 400, 800, 122310.09, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 10, 800, 230.96, 0.001192, 6856.321475505829, 0.001431, 0.000794, 0.001543, 0.00102, 0.001173
0.2, 20, 800, 931.53, 0.001309, 6970.070776224136, 0.000991, 0.00145, 0.001359, 0.001125, 0.001617
0.2, 50, 800, 5965.91, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 100, 800, 24822.76, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 200, 800, 106964.07, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 400, 800, 489240.36, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
